"","SurveyDate","Zone","Bird","Count"
"3195",2018-04-28,"III","Spotted Sandpiper",1
"3196",2018-04-28,"III","Tern",8
"3197",2018-04-28,"III","Western Gull",2
"3198",2018-04-28,"III","Whimbrel",1
"3199",2018-04-28,"III Boulders","Cormorant",1
"3200",2018-04-28,"III Boulders","Western Gull",3
"3201",2018-04-28,"III Rocky Outcrop","Brown Pelican",6
"3202",2018-04-28,"III Rocky Outcrop","Cormorant",3
"3203",2018-04-28,"III Rocky Outcrop","Tern",2
"3204",2018-04-28,"III Rocky Outcrop","Western Gull",15
"3205",2018-11-07,"I","Say's Phoebe",1
"3206",2018-11-07,"I","Western Gull",1
"3207",2018-11-07,"II","Black Phoebe",2
"3208",2018-11-07,"II","Black-Bellied Plover",2
"3209",2018-11-07,"II","Spotted Sandpiper",2
"3210",2018-11-07,"II","Western Gull",2
"3211",2018-11-07,"III","Black Phoebe",1
"3212",2018-11-07,"III","Great Egret",2
"3213",2018-11-07,"III","Snowy Egret",4
"3214",2018-11-07,"III","Western Gull",3
"3215",2018-11-07,"III Boulders","Great Egret",1
"3216",2018-11-07,"III Rocky Outcrop","Brown Pelican",5
"3217",2018-11-07,"III Rocky Outcrop","Cormorant",5
"3218",2018-11-07,"III Rocky Outcrop","Unidentified Gull",68
"3219",2018-11-08,"I","California Gull",1
"3220",2018-11-08,"II","Black Phoebe",1
"3221",2018-11-08,"II","Great Egret",3
"3222",2018-11-08,"II","Ruddy Turnstone",1
"3223",2018-11-08,"II","Spotted Sandpiper",1
"3224",2018-11-08,"II","Western Gull",2
"3225",2018-11-08,"II","Whimbrel",2
"3226",2018-11-08,"III","Black Phoebe",1
"3227",2018-11-08,"III","Great Egret",3
"3228",2018-11-08,"III","Juvenile Gull",2
"3229",2018-11-08,"III","Snowy Egret",2
"3230",2018-11-08,"III","Western Gull",9
"3231",2018-11-08,"III Rocky Outcrop","Cormorant",1
"3232",2018-11-08,"III Rocky Outcrop","Snowy Egret",10
"3233",2018-11-08,"III Rocky Outcrop","Unidentified Gull",18
"3234",2018-12-21,"I","Say's Phoebe",1
"3235",2018-12-21,"I","Western Gull",2
"3236",2018-12-21,"II","Great Egret",1
"3237",2018-12-21,"II","Spotted Sandpiper",2
"3238",2018-12-21,"II","Western Gull",2
"3239",2018-12-21,"III","Great Egret",1
"3240",2018-12-21,"III","Snowy Egret",1
"3241",2018-12-21,"III","Western Gull",2
"3242",2018-12-21,"III Boulders","Great Egret",1
"3243",2018-12-21,"III Rocky Outcrop","Brown Pelican",8
"3244",2018-12-21,"III Rocky Outcrop","California Gull",2
"3245",2018-12-21,"III Rocky Outcrop","Cormorant",5
"3246",2018-12-21,"III Rocky Outcrop","Egret",1
"3247",2018-12-21,"III Rocky Outcrop","Heerman's Gull",1
"3248",2018-12-21,"III Rocky Outcrop","Juvenile Gull",6
"3249",2018-12-21,"III Rocky Outcrop","Western Gull",13
"3250",2019-01-03,"II","Spotted Sandpiper",2
"3251",2019-01-03,"III","Great Blue Heron",1
"3252",2019-01-03,"III","Spotted Sandpiper",1
"3253",2019-01-03,"III","Whimbrel",1
"3254",2019-01-30,"II","Black Phoebe",1
"3255",2019-01-30,"II","Great Egret",2
"3256",2019-01-30,"II","Spotted Sandpiper",1
"3257",2019-01-30,"II","Western Gull",2
"3258",2019-01-30,"III","California Gull",1
"3259",2019-01-30,"III","Great Blue Heron",1
"3260",2019-01-30,"III","Western Gull",1
"3261",2019-01-30,"III Boulders","Western Gull",1
"3262",2019-01-30,"III Rocky Outcrop","Brown Pelican",8
"3263",2019-01-30,"III Rocky Outcrop","Cormorant",1
"3264",2019-01-30,"III Rocky Outcrop","Western Gull",18
"3265",2019-02-15,"I","Western Gull",1
"3266",2019-02-15,"II","Snowy Egret",1
"3267",2019-02-15,"II","Spotted Sandpiper",2
"3268",2019-02-15,"III","California Gull",1
"3269",2019-02-15,"III","Great Egret",1
"3270",2019-02-15,"III","Snowy Egret",3
"3271",2019-02-15,"III","Western Gull",2
"3272",2019-02-15,"III Rocky Outcrop","Brown Pelican",2
"3273",2019-02-15,"III Rocky Outcrop","Cormorant",6
"3274",2019-02-15,"III Rocky Outcrop","Unidentified Gull",7
"3275",2019-02-19,"I","Snowy Egret",1
"3276",2019-02-19,"II","Great Blue Heron",1
"3277",2019-02-19,"II","Great Egret",1
"3278",2019-02-19,"II","Western Gull",2
"3279",2019-02-19,"III","California Gull",2
"3280",2019-02-19,"III","Great Egret",1
"3281",2019-02-19,"III","Snowy Egret",2
"3282",2019-02-19,"III","Western Gull",1
"3283",2019-02-19,"III Rocky Outcrop","Cormorant",3
"3284",2019-02-19,"III Rocky Outcrop","Great Egret",1
"3285",2019-02-19,"III Rocky Outcrop","Tern",2
"3286",2019-02-19,"III Rocky Outcrop","Unidentified Gull",7
"3287",2019-03-18,"II","Western Gull",1
"3288",2019-03-18,"III","Great Egret",1
"3289",2019-03-18,"III","Snowy Egret",2
"3290",2019-03-18,"III","Western Gull",1
"3291",2019-03-18,"III Rocky Outcrop","Brown Pelican",4
"3292",2019-03-18,"III Rocky Outcrop","Cormorant",7
"3293",2019-03-18,"III Rocky Outcrop","Great Blue Heron",4
"3294",2019-03-18,"III Rocky Outcrop","Snowy Egret",3
"3295",2019-03-18,"III Rocky Outcrop","Tern",1
"3296",2019-03-18,"III Rocky Outcrop","Unidentified Gull",30
"3297",2019-03-19,"I","Great Egret",1
"3298",2019-03-19,"II","California Gull",1
"3299",2019-03-19,"III","Snowy Egret",4
"3300",2019-03-19,"III","Spotted Sandpiper",2
"3301",2019-03-19,"III","Unidentified Bird (non-gull)",1
"3302",2019-03-19,"III Rocky Outcrop","Brown Pelican",12
"3303",2019-03-19,"III Rocky Outcrop","Cormorant",3
"3304",2019-03-19,"III Rocky Outcrop","Unidentified Gull",64
"3305",2019-04-01,"I","Western Gull",2
"3306",2019-04-01,"II","Spotted Sandpiper",1
"3307",2019-04-01,"II","Western Gull",2
"3308",2019-04-01,"II","Whimbrel",1
"3309",2019-04-01,"III","Great Egret",3
"3310",2019-04-01,"III","Spotted Sandpiper",2
"3311",2019-04-01,"III Boulders","California Gull",2
"3312",2019-04-01,"III Boulders","Cormorant",1
"3313",2019-04-01,"III Rocky Outcrop","Brown Pelican",9
"3314",2019-04-01,"III Rocky Outcrop","Cormorant",1
"3315",2019-04-01,"III Rocky Outcrop","Western Gull",45
"3316",2019-04-03,"I","Western Gull",6
"3317",2019-04-03,"II","Juvenile Gull",2
"3318",2019-04-03,"II","Snowy Egret",1
"3319",2019-04-03,"II","Western Gull",28
"3320",2019-04-03,"III","Western Gull",1
"3321",2019-04-03,"III Boulders","Western Gull",1
"3322",2019-04-03,"III Rocky Outcrop","Brown Pelican",2
"3323",2019-04-03,"III Rocky Outcrop","Tern",1
"3324",2019-04-03,"III Rocky Outcrop","Unidentified Gull",23
"3325",2019-04-15,"II","Spotted Sandpiper",2
"3326",2019-04-15,"III","Great Blue Heron",1
"3327",2019-04-15,"III","Spotted Sandpiper",1
"3328",2019-04-15,"III","Whimbrel",1
"3329",2019-04-17,"II","Great Egret",1
"3330",2019-04-17,"II","Western Gull",2
"3331",2019-04-17,"III","Great Blue Heron",2
"3332",2019-04-17,"III","Great Egret",1
"3333",2019-04-17,"III","Snowy Egret",5
"3334",2019-04-17,"III","Spotted Sandpiper",1
"3335",2019-04-17,"III","Western Gull",1
"3336",2019-04-17,"III Rocky Outcrop","Brown Pelican",2
"3337",2019-04-17,"III Rocky Outcrop","Cormorant",3
"3338",2019-04-17,"III Rocky Outcrop","Tern",10
"3339",2019-04-17,"III Rocky Outcrop","Unidentified Gull",29
"3340",2019-04-18,"I","Western Gull",1
"3341",2019-04-18,"III","Great Blue Heron",3
"3342",2019-04-18,"III","Great Egret",2
"3343",2019-04-18,"III","Snowy Egret",8
"3344",2019-04-18,"III","Spotted Sandpiper",1
"3345",2019-04-18,"III Boulders","Great Blue Heron",1
"3346",2019-04-18,"III Rocky Outcrop","Brown Pelican",1
"3347",2019-04-18,"III Rocky Outcrop","Cormorant",5
"3348",2019-04-18,"III Rocky Outcrop","Snowy Egret",2
"3349",2019-04-18,"III Rocky Outcrop","Unidentified Gull",26
"3350",2019-11-12,"I","Western Gull",3
"3351",2019-11-12,"II","Black Phoebe",1
"3352",2019-11-12,"II","Western Grebe",2
"3353",2019-11-12,"II","Western Gull",2
"3354",2019-11-12,"III","Black Phoebe",1
"3355",2019-11-12,"III","California Gull",2
"3356",2019-11-12,"III","Wandering Tattler",3
"3357",2019-11-12,"III","Western Gull",9
"3358",2019-11-12,"III","Whimbrel",1
"3359",2019-11-12,"III Boulders","Snowy Egret",1
"3360",2019-11-12,"III Rocky Outcrop","Brown Pelican",16
"3361",2019-11-12,"III Rocky Outcrop","Cormorant",2
"3362",2019-11-12,"III Rocky Outcrop","Snowy Egret",1
"3363",2019-11-12,"III Rocky Outcrop","Tern",1
"3364",2019-11-13,"I","Western Gull",1
"3365",2019-11-13,"II","Black Phoebe",1
"3366",2019-11-13,"II","Great Blue Heron",1
"3367",2019-11-13,"II","Great Egret",1
"3368",2019-11-13,"II","Surf Bird",4
"3369",2019-11-13,"II","Western Gull",7
"3370",2019-11-13,"III","Black Phoebe",2
"3371",2019-11-13,"III","California Gull",2
"3372",2019-11-13,"III","Great Blue Heron",1
"3373",2019-11-13,"III","Snowy Egret",1
"3374",2019-11-13,"III","Western Gull",3
"3375",2019-11-13,"III","Willet",2
"3376",2019-11-13,"III Rocky Outcrop","Brown Pelican",2
"3377",2019-11-13,"III Rocky Outcrop","Cormorant",3
"3378",2019-11-13,"III Rocky Outcrop","Great Egret",1
"3379",2019-11-13,"III Rocky Outcrop","Western Gull",58
"3380",2019-12-12,"I","Whimbrel",1
"3381",2019-12-12,"II","Black Phoebe",1
"3382",2019-12-12,"II","California Gull",1
"3383",2019-12-12,"II","Snowy Egret",1
"3384",2019-12-12,"III","Great Egret",2
"3385",2019-12-12,"III","Sanderling",1
"3386",2019-12-12,"III","Snowy Egret",2
"3387",2019-12-12,"III","Spotted Sandpiper",1
"3388",2019-12-12,"III","Western Gull",8
"3389",2019-12-12,"III Rocky Outcrop","Black Phoebe",2
"3390",2019-12-12,"III Rocky Outcrop","Brown Pelican",28
"3391",2019-12-12,"III Rocky Outcrop","Unidentified Gull",24
"3392",2020-01-08,"I","Black Phoebe",1
"3393",2020-01-08,"I","Western Gull",2
"3394",2020-01-08,"II","Black Phoebe",1
"3395",2020-01-08,"II","Western Gull",1
"3396",2020-01-08,"II","Whimbrel",2
"3397",2020-01-08,"III","Great Blue Heron",1
"3398",2020-01-08,"III","Snowy Egret",3
"3399",2020-01-08,"III","Western Gull",2
"3400",2020-01-08,"III","Whimbrel",1
"3401",2020-01-08,"III Rocky Outcrop","Brown Pelican",3
"3402",2020-01-08,"III Rocky Outcrop","Cormorant",6
"3403",2020-01-08,"III Rocky Outcrop","Unidentified Gull",50
"3404",2020-01-09,"I","California Gull",1
"3405",2020-01-09,"II","California Gull",1
"3406",2020-01-09,"II","Spotted Sandpiper",1
"3407",2020-01-09,"II","Whimbrel",3
"3408",2020-01-09,"III","Black Phoebe",2
"3409",2020-01-09,"III","California Gull",1
"3410",2020-01-09,"III","Snowy Egret",1
"3411",2020-01-09,"III","Whimbrel",1
"3412",2020-01-09,"III Boulders","Great Egret",1
"3413",2020-01-09,"III Rocky Outcrop","Brown Pelican",7
"3414",2020-01-09,"III Rocky Outcrop","Cormorant",7
"3415",2020-01-09,"III Rocky Outcrop","Unidentified Gull",93
"3416",2020-01-10,"I","Say's Phoebe",1
"3417",2020-01-10,"I","Unidentified Gull",1
"3418",2020-01-10,"II","Western Gull",2
"3419",2020-01-10,"II","Whimbrel",1
"3420",2020-01-10,"III","California Gull",4
"3421",2020-01-10,"III","Cormorant",1
"3422",2020-01-10,"III","Great Egret",1
"3423",2020-01-10,"III","Sparrow",1
"3424",2020-01-10,"III","Western Gull",5
"3425",2020-01-10,"III","Whimbrel",3
"3426",2020-01-10,"III Rocky Outcrop","Brown Pelican",4
"3427",2020-01-10,"III Rocky Outcrop","Cormorant",2
"3428",2020-01-10,"III Rocky Outcrop","Great Blue Heron",1
"3429",2020-01-10,"III Rocky Outcrop","Snowy Egret",2
"3430",2020-01-10,"III Rocky Outcrop","Unidentified Gull",40
"3431",2020-01-20,"I","Western Gull",2
"3432",2020-01-20,"II","Black Phoebe",2
"3433",2020-01-20,"II","Great Egret",1
"3434",2020-01-20,"II","Western Gull",2
"3435",2020-01-20,"III","Sanderling",1
"3436",2020-01-20,"III","Snowy Egret",1
"3437",2020-01-20,"III","Spotted Sandpiper",1
"3438",2020-01-20,"III Rocky Outcrop","Brown Pelican",10
"3439",2020-01-20,"III Rocky Outcrop","Cormorant",4
"3440",2020-01-20,"III Rocky Outcrop","Unidentified Gull",20
"3441",2020-01-22,"I","Say's Phoebe",1
"3442",2020-01-22,"II","California Gull",1
"3443",2020-01-22,"III","Great Egret",1
"3444",2020-01-22,"III","Whimbrel",2
"3445",2020-01-22,"III Rocky Outcrop","Brown Pelican",3
"3446",2020-01-22,"III Rocky Outcrop","Cormorant",2
"3447",2020-01-22,"III Rocky Outcrop","Surf Bird",1
"3448",2020-01-22,"III Rocky Outcrop","Tern",8
"3449",2020-01-22,"III Rocky Outcrop","Unidentified Gull",39
"3450",2020-01-23,"II","Western Gull",1
"3451",2020-01-23,"III","Great Blue Heron",1
"3452",2020-01-23,"III","Spotted Sandpiper",1
"3453",2020-01-23,"III","Western Gull",15
"3454",2020-01-23,"III","Whimbrel",2
"3455",2020-01-23,"III Rocky Outcrop","Brown Pelican",9
"3456",2020-01-23,"III Rocky Outcrop","Cormorant",2
"3457",2020-01-23,"III Rocky Outcrop","Surf Bird",1
"3458",2020-01-23,"III Rocky Outcrop","Tern",8
"3459",2020-01-23,"III Rocky Outcrop","Unidentified Gull",22
"3460",2020-01-24,"I","Western Gull",2
"3461",2020-01-24,"II","Black Phoebe",1
"3462",2020-01-24,"II","Western Gull",2
"3463",2020-01-24,"III","Western Gull",3
"3464",2020-01-24,"III","Whimbrel",1
"3465",2020-01-24,"III Boulders","Great Blue Heron",1
"3466",2020-01-24,"III Rocky Outcrop","Brown Pelican",1
"3467",2020-01-24,"III Rocky Outcrop","Surf Bird",1
"3468",2020-01-24,"III Rocky Outcrop","Unidentified Gull",30
"3469",2020-02-05,"I","Whimbrel",1
"3470",2020-02-05,"II","Great Blue Heron",2
"3471",2020-02-05,"II","Snowy Egret",2
"3472",2020-02-05,"II","Western Gull",1
"3473",2020-02-05,"II","Whimbrel",1
"3474",2020-02-05,"III","Great Blue Heron",4
"3475",2020-02-05,"III","Snowy Egret",1
"3476",2020-02-05,"III","Western Gull",2
"3477",2020-02-05,"III","Whimbrel",1
"3478",2020-02-05,"III Rocky Outcrop","Brown Pelican",7
"3479",2020-02-05,"III Rocky Outcrop","Cormorant",6
"3480",2020-02-05,"III Rocky Outcrop","Great Egret",1
"3481",2020-02-05,"III Rocky Outcrop","Western Gull",20
"3482",2020-02-07,"II","Great Blue Heron",1
"3483",2020-02-07,"II","Great Egret",2
"3484",2020-02-07,"II","Western Gull",3
"3485",2020-02-07,"II","Whimbrel",1
"3486",2020-02-07,"III","Black Phoebe",1
"3487",2020-02-07,"III","Great Blue Heron",4
"3488",2020-02-07,"III","Great Egret",6
"3489",2020-02-07,"III","Snowy Egret",2
"3490",2020-02-07,"III","Western Gull",8
"3491",2020-02-07,"III","Whimbrel",2
"3492",2020-02-07,"III Boulders","Great Egret",3
"3493",2020-02-07,"III Boulders","Whimbrel",1
"3494",2020-02-07,"III Rocky Outcrop","Brown Pelican",6
"3495",2020-02-07,"III Rocky Outcrop","Cormorant",7
"3496",2020-02-07,"III Rocky Outcrop","Unidentified Gull",20
"3497",2020-02-19,"II","California Gull",3
"3498",2020-02-19,"III","California Gull",3
"3499",2020-02-19,"III","Great Blue Heron",2
"3500",2020-02-19,"III Boulders","Great Egret",1
"3501",2020-02-19,"III Rocky Outcrop","Cormorant",2
"3502",2020-02-19,"III Rocky Outcrop","Great Egret",3
"3503",2020-02-19,"III Rocky Outcrop","Snowy Egret",1
"3504",2020-02-19,"III Rocky Outcrop","Unidentified Gull",30
"3505",2020-02-20,"I","Juvenile Gull",1
"3506",2020-02-20,"II","California Gull",1
"3507",2020-02-20,"III","Black Phoebe",1
"3508",2020-02-20,"III","California Gull",2
"3509",2020-02-20,"III","Great Blue Heron",1
"3510",2020-02-20,"III","Great Egret",1
"3511",2020-02-20,"III","Sanderling",1
"3512",2020-02-20,"III","Snowy Egret",1
"3513",2020-02-20,"III","Whimbrel",1
"3514",2020-02-20,"III Rocky Outcrop","Brown Pelican",6
"3515",2020-02-20,"III Rocky Outcrop","Cormorant",3
"3516",2020-02-20,"III Rocky Outcrop","Great Blue Heron",1
"3517",2020-02-20,"III Rocky Outcrop","Snowy Egret",1
"3518",2020-02-24,"I","Whimbrel",2
"3519",2020-02-24,"II","California Gull",1
"3520",2020-02-24,"II","Spotted Sandpiper",1
"3521",2020-02-24,"II","Western Gull",1
"3522",2020-02-24,"III","California Gull",1
"3523",2020-02-24,"III","Great Egret",6
"3524",2020-02-24,"III Boulders","Brown Pelican",7
"3525",2020-02-24,"III Boulders","Great Blue Heron",1
"3526",2020-02-24,"III Boulders","Great Egret",1
"3527",2020-02-24,"III Boulders","Snowy Egret",1
"3528",2020-02-24,"III Boulders","Tern",5
"3529",2020-02-24,"III Boulders","Unidentified Gull",29
"3530",2020-03-05,"I","California Gull",1
"3531",2020-03-05,"II","Western Gull",2
"3532",2020-03-05,"II","Whimbrel",2
"3533",2020-03-05,"III","Great Blue Heron",1
"3534",2020-03-05,"III","Great Egret",2
"3535",2020-03-05,"III","Western Gull",2
"3536",2020-03-05,"III Rocky Outcrop","Brown Pelican",4
"3537",2020-03-05,"III Rocky Outcrop","Cormorant",3
"3538",2020-03-05,"III Rocky Outcrop","Great Blue Heron",1
"3539",2020-03-05,"III Rocky Outcrop","Unidentified Gull",17
"3540",2020-03-06,"I","Western Gull",1
"3541",2020-03-06,"II","Unidentified Gull",1
"3542",2020-03-06,"II","Western Gull",2
"3543",2020-03-06,"III","Cormorant",3
"3544",2020-03-06,"III","Great Blue Heron",1
"3545",2020-03-06,"III","Unidentified Gull",26
"3546",2020-03-06,"III","Whimbrel",1
"3547",2020-03-08,"I","Western Gull",2
"3548",2020-03-08,"II","California Gull",1
"3549",2020-03-08,"II","Spotted Sandpiper",1
"3550",2020-03-08,"III","Black Phoebe",2
"3551",2020-03-08,"III","Great Blue Heron",2
"3552",2020-03-08,"III","Great Egret",2
"3553",2020-03-08,"III","Juvenile Gull",5
"3554",2020-03-08,"III","Snowy Egret",1
"3555",2020-03-08,"III Rocky Outcrop","Brown Pelican",9
"3556",2020-03-08,"III Rocky Outcrop","Cormorant",4
"3557",2020-03-08,"III Rocky Outcrop","Great Blue Heron",1
"3558",2020-03-08,"III Rocky Outcrop","Great Egret",1
"3559",2020-03-08,"III Rocky Outcrop","Unidentified Gull",42
"3560",2020-05-04,"I","Wandering Tattler",1
"3561",2020-05-04,"II","Wandering Tattler",1
"3562",2020-05-04,"III","Black Phoebe",1
"3563",2020-05-04,"III","Brown Pelican",1
"3564",2020-05-04,"III","California Gull",2
"3565",2020-05-04,"III","Cormorant",9
"3566",2020-05-04,"III","Great Egret",1
"3567",2020-05-04,"III","Snowy Egret",2
"3568",2020-05-04,"III","Spotted Sandpiper",1
"3569",2020-05-04,"III","Western Gull",2
"3570",2020-05-04,"III Rocky Outcrop","Brown Pelican",2
"3571",2020-05-04,"III Rocky Outcrop","Cormorant",1
"3572",2020-05-04,"III Rocky Outcrop","Great Blue Heron",2
"3573",2020-05-04,"III Rocky Outcrop","Snowy Egret",1
"3574",2020-05-04,"III Rocky Outcrop","Tern",1
"3575",2020-05-04,"III Rocky Outcrop","Unidentified Gull",2
"3576",2020-05-04,"III Rocky Outcrop","Western Gull",26
"3577",2020-05-11,"II","Snowy Egret",1
"3578",2020-05-11,"II","Western Gull",3
"3579",2020-05-11,"III","Cormorant",1
"3580",2020-05-11,"III","Great Blue Heron",1
"3581",2020-05-11,"III","Great Egret",1
"3582",2020-05-11,"III","Snowy Egret",3
"3583",2020-05-11,"III Boulders","Brown Pelican",5
"3584",2020-05-11,"III Boulders","Cormorant",2
"3585",2020-05-11,"III Boulders","Great Blue Heron",2
"3586",2020-05-11,"III Boulders","Great Egret",1
"3587",2020-05-11,"III Boulders","Tern",32
"3588",2020-05-11,"III Boulders","Unidentified Gull",7
"3589",2020-05-11,"III Boulders","Western Gull",12
"3590",2020-05-11,"III Boulders","Whimbrel",1
"3591",2020-11-13,"I","Western Gull",1
"3592",2020-11-13,"II","Black Phoebe",1
"3593",2020-11-13,"II","Western Gull",7
"3594",2020-11-13,"III","Great Blue Heron",1
"3595",2020-11-13,"III","Snowy Egret",2
"3596",2020-11-13,"III","Western Gull",2
"3597",2020-11-13,"III","Whimbrel",1
"3598",2020-11-13,"III Boulders","Snowy Egret",1
"3599",2020-11-30,"I","Western Gull",2
"3600",2020-11-30,"II","Black Phoebe",2
"3601",2020-11-30,"II","Western Gull",1
"3602",2020-11-30,"III","Black Phoebe",1
"3603",2020-11-30,"III","Brown Pelican",1
"3604",2020-11-30,"III","Great Egret",1
"3605",2020-11-30,"III","Snowy Egret",1
"3606",2020-11-30,"III","Spotted Sandpiper",2
"3607",2020-11-30,"III","Western Gull",6
"3608",2020-11-30,"III","Whimbrel",2
"3609",2020-11-30,"III Rocky Outcrop","Brown Pelican",13
"3610",2020-11-30,"III Rocky Outcrop","Juvenile Gull",11
"3611",2020-11-30,"III Rocky Outcrop","Unidentified Gull",64
"3612",2020-12-11,"I","Black Phoebe",2
"3613",2020-12-11,"II","Black Phoebe",3
"3614",2020-12-11,"II","Great Egret",1
"3615",2020-12-11,"II","Spotted Sandpiper",2
"3616",2020-12-11,"III","Black Phoebe",1
"3617",2020-12-11,"III","Great Egret",1
"3618",2020-12-11,"III","Spotted Sandpiper",3
"3619",2020-12-11,"III Rocky Outcrop","Brown Pelican",3
"3620",2020-12-11,"III Rocky Outcrop","Cormorant",3
"3621",2020-12-11,"III Rocky Outcrop","Great Egret",1
"3622",2020-12-11,"III Rocky Outcrop","Unidentified Gull",26
"3623",2020-12-14,"I","Western Gull",1
"3624",2020-12-14,"II","Western Gull",1
"3625",2020-12-14,"III","Black Phoebe",3
"3626",2020-12-14,"III","California Gull",2
"3627",2020-12-14,"III","Great Blue Heron",1
"3628",2020-12-14,"III","Spotted Sandpiper",3
"3629",2020-12-14,"III","Western Gull",11
"3630",2020-12-14,"III Boulders","Great Egret",1
"3631",2020-12-14,"III Rocky Outcrop","Brown Pelican",11
"3632",2020-12-14,"III Rocky Outcrop","Cormorant",2
"3633",2020-12-14,"III Rocky Outcrop","Unidentified Gull",96
"3634",2020-12-29,"I","Western Gull",1
"3635",2020-12-29,"II","California Gull",1
"3636",2020-12-29,"II","Unidentified Bird (non-gull)",1
"3637",2020-12-29,"II","Western Gull",1
"3638",2020-12-29,"III","Black Phoebe",1
"3639",2020-12-29,"III","Great Blue Heron",1
"3640",2020-12-29,"III","Great Egret",3
"3641",2020-12-29,"III","Snowy Egret",2
"3642",2020-12-29,"III","Spotted Sandpiper",1
"3643",2020-12-29,"III","Western Gull",9
"3644",2020-12-29,"III Boulders","Great Egret",2
"3645",2020-12-29,"III Rocky Outcrop","Cormorant",2
"3646",2020-12-29,"III Rocky Outcrop","Tern",2
"3647",2020-12-29,"III Rocky Outcrop","Unidentified Gull",98
"3648",2021-01-11,"II","Western Gull",1
"3649",2021-01-11,"III","Black Phoebe",4
"3650",2021-01-11,"III","Great Egret",4
"3651",2021-01-11,"III","Say's Phoebe",1
"3652",2021-01-11,"III","Snowy Egret",3
"3653",2021-01-11,"III","Spotted Sandpiper",1
"3654",2021-01-11,"III","Western Gull",3
"3655",2021-01-11,"III Boulders","Unidentified Gull",2
"3656",2021-01-11,"III Boulders","Whimbrel",1
"3657",2021-01-11,"III Rocky Outcrop","Brown Pelican",2
"3658",2021-01-11,"III Rocky Outcrop","Great Egret",1
"3659",2021-01-11,"III Rocky Outcrop","Unidentified Gull",25
"3660",2021-01-11,"III Rocky Outcrop","Western Gull",1
"3661",2021-01-12,"I","Snowy Egret",3
"3662",2021-01-12,"II","Great Blue Heron",1
"3663",2021-01-12,"II","Unidentified Bird (non-gull)",2
"3664",2021-01-12,"II","Western Gull",1
"3665",2021-01-26,"I","Say's Phoebe",1
"3666",2021-01-26,"II","Great Egret",1
"3667",2021-01-26,"II","Snowy Egret",2
"3668",2021-01-26,"II","Spotted Sandpiper",1
"3669",2021-01-26,"II","Unidentified Bird (non-gull)",1
"3670",2021-01-26,"II","Western Gull",2
"3671",2021-01-26,"III","Black Phoebe",4
"3672",2021-01-26,"III","Great Egret",1
"3673",2021-01-26,"III","Snowy Egret",1
"3674",2021-01-26,"III","Western Gull",1
"3675",2021-01-26,"III Boulders","Brown Pelican",1
"3676",2021-01-26,"III Rocky Outcrop","Brown Pelican",1
"3677",2021-01-26,"III Rocky Outcrop","Juvenile Gull",1
"3678",2021-01-26,"III Rocky Outcrop","Tern",23
"3679",2021-01-26,"III Rocky Outcrop","Unidentified Gull",18
"3680",2021-01-27,"I","Say's Phoebe",1
"3681",2021-01-27,"I","Wandering Tattler",1
"3682",2021-01-27,"II","Black Phoebe",1
"3683",2021-01-27,"II","Great Blue Heron",2
"3684",2021-01-27,"II","Say's Phoebe",2
"3685",2021-01-27,"II","Spotted Sandpiper",1
"3686",2021-01-27,"III","Snowy Egret",1
"3687",2021-01-27,"III","Spotted Sandpiper",1
"3688",2021-01-27,"III Rocky Outcrop","Brown Pelican",3
"3689",2021-01-27,"III Rocky Outcrop","Cormorant",4
"3690",2021-01-27,"III Rocky Outcrop","Great Egret",1
"3691",2021-01-27,"III Rocky Outcrop","Juvenile Gull",5
"3692",2021-01-27,"III Rocky Outcrop","Tern",21
"3693",2021-01-27,"III Rocky Outcrop","Unidentified Gull",28
"3694",2021-02-08,"I","Say's Phoebe",1
"3695",2021-02-08,"I","Snowy Egret",2
"3696",2021-02-08,"I","Western Gull",2
"3697",2021-02-08,"II","Black Phoebe",1
"3698",2021-02-08,"II","Great Egret",2
"3699",2021-02-08,"II","Unidentified Gull",1
"3700",2021-02-08,"III","Black Phoebe",2
"3701",2021-02-08,"III","California Gull",1
"3702",2021-02-08,"III","Great Egret",1
"3703",2021-02-08,"III","Western Gull",3
"3704",2021-02-08,"III Boulders","Great Blue Heron",1
"3705",2021-02-08,"III Rocky Outcrop","Brown Pelican",2
"3706",2021-02-08,"III Rocky Outcrop","Cormorant",6
"3707",2021-02-08,"III Rocky Outcrop","Unidentified Gull",41
"3708",2021-02-09,"I","Western Gull",1
"3709",2021-02-09,"II","Black Phoebe",1
"3710",2021-02-09,"II","Western Gull",1
"3711",2021-02-09,"III","Black Phoebe",1
"3712",2021-02-09,"III","Brown Pelican",1
"3713",2021-02-09,"III","Great Blue Heron",2
"3714",2021-02-09,"III","Great Egret",4
"3715",2021-02-09,"III","Western Gull",2
"3716",2021-02-09,"III Rocky Outcrop","Brown Pelican",3
"3717",2021-02-09,"III Rocky Outcrop","Cormorant",4
"3718",2021-02-09,"III Rocky Outcrop","Unidentified Gull",21
"3719",2021-02-10,"I","Great Egret",1
"3720",2021-02-10,"I","Snowy Egret",1
"3721",2021-02-10,"I","Western Gull",1
"3722",2021-02-10,"II","California Gull",1
"3723",2021-02-10,"II","Western Gull",1
"3724",2021-02-10,"II","Whimbrel",1
"3725",2021-02-10,"III","Black Phoebe",1
"3726",2021-02-10,"III","Brown Pelican",1
"3727",2021-02-10,"III","Great Egret",1
"3728",2021-02-10,"III","Herring Gull",1
